t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
"2025-10-14","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-10-13","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-10-10","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-10-09","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10200","9950"
"2025-10-08","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10300","10000"
"2025-10-08","Green Gram Dal (Moong Dal)","783","Bhadravathi","29","Karnataka","568","Shimoga","Green Gram Dal","9200","9200","9200"
"2025-10-08","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9000","9401","9000"
"2025-10-06","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-10-04","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-10-03","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9150","9150","9150"
"2025-10-03","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-30","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-29","Green Gram Dal (Moong Dal)","783","Bhadravathi","29","Karnataka","568","Shimoga","Green Gram Dal","9300","9300","9300"
"2025-09-29","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10300","10000"
"2025-09-26","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10250","10025"
"2025-09-25","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10250","10050"
"2025-09-24","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-23","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","980","10300","10050"
"2025-09-23","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9401","9401","9401"
"2025-09-22","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-22","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9501","9501","9501"
"2025-09-20","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10400","10100"
"2025-09-19","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10500","10150"
"2025-09-18","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9750","10350","10050"
"2025-09-18","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","8300","9100","8300"
"2025-09-17","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9750","10400","10075"
"2025-09-17","Green Gram Dal (Moong Dal)","783","Bhadravathi","29","Karnataka","568","Shimoga","Green Gram Dal","9127","9127","9127"
"2025-09-16","Green Gram Dal (Moong Dal)","789","Sira","29","Karnataka","571","Tumkur","Green Gram Dal","9300","9300","9300"
"2025-09-16","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-15","Green Gram Dal (Moong Dal)","783","Bhadravathi","29","Karnataka","568","Shimoga","Green Gram Dal","9300","9300","9300"
"2025-09-15","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-12","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-11","Green Gram Dal (Moong Dal)","772","Bangarpet","29","Karnataka","581","Kolar","Green Gram Dal","9500","11000","9900"
"2025-09-11","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10350","10100"
"2025-09-10","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10200","9950"
"2025-09-09","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9900","10400","10150"
"2025-09-06","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-04","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-02","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-09-01","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-08-31","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","7650","7650","7650"
"2025-08-30","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-08-29","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-08-28","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-08-26","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-08-25","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9900","10400","10150"
"2025-08-22","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10400","10125"
"2025-08-21","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10300","10050"
"2025-08-20","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","11000","10750"
"2025-08-19","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10000","10800","10400"
"2025-08-18","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10000","10800","10400"
"2025-08-16","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10600","10550"
"2025-08-14","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10600","10550"
"2025-08-12","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10600","10550"
"2025-08-11","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10600","10550"
"2025-08-08","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10600","10550"
"2025-08-07","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9600","10550","10075"
"2025-08-06","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9500","10700","10100"
"2025-08-05","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10250","9975"
"2025-08-04","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10250","9975"
"2025-08-02","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-08-01","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-07-31","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-07-31","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9200","9300","9200"
"2025-07-30","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10250","10025"
"2025-07-29","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10100","9950"
"2025-07-28","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9600","10300","9950"
"2025-07-25","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10100","9975"
"2025-07-25","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","6800","7050","7000"
"2025-07-24","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10100","9975"
"2025-07-23","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-07-22","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10100","9975"
"2025-07-21","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10250","10025"
"2025-07-21","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","7500","9500","8000"
"2025-07-19","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10100","9950"
"2025-07-18","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10300","10000"
"2025-07-17","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-07-16","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10250","10120"
"2025-07-15","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10100","9950"
"2025-07-14","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9600","10300","9950"
"2025-07-14","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","7500","7500","7500"
"2025-07-12","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9327","9327","9327"
"2025-07-11","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10150","9925"
"2025-07-11","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","7414","10000","8800"
"2025-07-10","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-07-09","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9900","10100","10000"
"2025-07-08","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10300","10000"
"2025-07-07","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9850","10250","10050"
"2025-07-05","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9400","10000","9500"
"2025-07-05","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","7100","7300","7200"
"2025-07-05","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9810","10220","10015"
"2025-07-04","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9400","10000","9800"
"2025-07-04","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-07-03","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-07-01","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10100","9950"
"2025-07-01","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10100","9950"
"2025-06-30","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9400","10000","9800"
"2025-06-30","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10150","9925"
"2025-06-28","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9400","10000","9600"
"2025-06-27","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9400","10000","9600"
"2025-06-27","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-06-26","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-06-25","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9600","10250","9925"
"2025-06-24","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-06-23","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10300","10000"
"2025-06-21","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9600","10000","9800"
"2025-06-20","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9900","10300","10100"
"2025-06-19","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","5807","9500","5809"
"2025-06-19","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9700","10250","9975"
"2025-06-18","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","9800","10200","10000"
"2025-06-17","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10350","10550","10450"
"2025-06-16","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10900","10650"
"2025-06-13","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10500","10450"
"2025-06-13","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","8400","8600","8500"
"2025-06-12","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10650","10500"
"2025-06-11","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-06-10","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10440","10650","10545"
"2025-06-09","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10550","10475"
"2025-06-06","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10450","10550","10500"
"2025-06-05","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10350","10700","10525"
"2025-06-04","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10850","10675"
"2025-06-03","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10550","10525"
"2025-06-02","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10200","10800","10500"
"2025-05-31","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","11000","10750"
"2025-05-30","Green Gram Dal (Moong Dal)","737","Chikkamagalore","29","Karnataka","570","Chikmagalur","Green Gram Dal","3180","3180","3180"
"2025-05-30","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10000","10700","10350"
"2025-05-29","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10600","10550"
"2025-05-28","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10300","10700","10500"
"2025-05-27","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10100","10700","10400"
"2025-05-26","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10300","10550","10425"
"2025-05-23","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10500","10600","10550"
"2025-05-22","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10300","10550","10425"
"2025-05-21","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","7350","9750","9750"
"2025-05-20","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-19","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-17","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-16","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-15","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-15","Green Gram Dal (Moong Dal)","120","Kolar","29","Karnataka","581","Kolar","Green Gram Dal","9800","10200","10000"
"2025-05-14","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-14","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","7350","9050","8500"
"2025-05-13","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-12","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-09","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-08","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-07","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10800","10600"
"2025-05-06","Green Gram Dal (Moong Dal)","783","Bhadravathi","29","Karnataka","568","Shimoga","Green Gram Dal","9500","9500","9500"
"2025-05-06","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-05","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-05-03","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","400","10600","10500"
"2025-05-02","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-29","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-28","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-28","Green Gram Dal (Moong Dal)","783","Bhadravathi","29","Karnataka","568","Shimoga","Green Gram Dal","9724","9724","9724"
"2025-04-25","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-24","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-24","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","7000","7400","7200"
"2025-04-23","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-22","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-21","Green Gram Dal (Moong Dal)","763","Hassan","29","Karnataka","574","Hassan","Green Gram Dal","7907","7907","7907"
"2025-04-21","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-19","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","9800","10500","10000"
"2025-04-19","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-17","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-16","Green Gram Dal (Moong Dal)","789","Sira","29","Karnataka","571","Tumkur","Green Gram Dal","9950","9950","9950"
"2025-04-16","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-15","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-14","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","7400","8200","7500"
"2025-04-11","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-09","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-08","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-07","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-05","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","10000","10600","10400"
"2025-04-05","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-04","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-03","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-04-03","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","10000","10600","10300"
"2025-03-31","Green Gram Dal (Moong Dal)","123","Mysore (Bandipalya)","29","Karnataka","577","Mysore","Green Gram Dal","10000","10600","10200"
"2025-03-29","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-03-28","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
"2025-03-27","Green Gram Dal (Moong Dal)","781","Shimoga","29","Karnataka","568","Shimoga","Green Gram Dal","10400","10600","10500"
