Commodity,ds,y
Onion,2024-01-17,2205.957244655582
Onion,2024-01-18,2109.0546697038726
Onion,2024-01-19,2140.478935698448
Onion,2024-01-20,2094.2917705735663
Onion,2024-01-21,2301.810344827586
Onion,2024-01-22,2244.7463976945246
Onion,2024-01-23,2032.1469194312797
Onion,2024-01-24,1966.238611713666
Onion,2024-01-25,1972.0415584415584
Onion,2024-01-26,2090.841379310345
Onion,2024-01-27,2031.571072319202
Onion,2024-01-28,1938.6521739130435
Onion,2024-01-29,1894.7785087719299
Onion,2024-01-30,1904.7759815242493
Onion,2024-01-31,1865.1701631701633
Onion,2024-02-01,1840.288990825688
Onion,2024-02-02,1848.8297872340424
Onion,2024-02-03,1803.6813953488372
Onion,2024-02-04,1808.7911111111111
Onion,2024-02-05,1801.961625282167
Onion,2024-02-06,1783.780701754386
Onion,2024-02-07,1785.573275862069
Onion,2024-02-08,1750.1484716157206
Onion,2024-02-09,1800.810502283105
Onion,2024-02-10,1683.3766937669377
Onion,2024-02-11,1718.595744680851
Onion,2024-02-12,1725.6503340757238
Onion,2024-02-13,1611.07881773399
Onion,2024-02-14,1720.5219399538107
Onion,2024-02-15,1656.415909090909
Onion,2024-02-16,1716.7614678899083
Onion,2024-02-17,1683.8230958230959
Onion,2024-02-18,1687.5068493150684
Onion,2024-02-19,1787.6650366748165
Onion,2024-02-20,1835.4434589800444
Onion,2024-02-21,1836.8815789473683
Onion,2024-02-22,1842.2930648769575
Onion,2024-02-23,2407.262180974478
Onion,2024-02-24,1828.9476584022038
Onion,2024-02-25,1840.5707547169811
Onion,2024-02-26,1917.9219512195123
Onion,2024-02-27,1928.1648590021691
Onion,2024-02-28,1945.2649769585253
Onion,2024-02-29,1938.0245535714287
Onion,2024-03-01,1945.1418604651162
Onion,2024-03-02,1876.6932084309133
Onion,2024-03-03,1898.4790697674418
Onion,2024-03-04,1927.1602564102564
Onion,2024-03-05,1926.3182844243793
Onion,2024-03-06,1983.5223880597016
Onion,2024-03-07,2004.5504587155963
Onion,2024-03-08,1921.8424242424242
Onion,2024-03-09,1893.1716621253406
Onion,2024-03-10,1957.2358490566037
Onion,2024-03-11,1973.6085011185683
Onion,2024-03-12,1975.6939203354298
Onion,2024-03-13,1952.8796296296296
Onion,2024-03-14,1953.4699792960662
Onion,2024-03-15,1964.3348837209303
Onion,2024-03-16,1987.1175166297116
Onion,2024-03-17,1963.725
Onion,2024-03-18,1911.9429735234216
Onion,2024-03-19,1911.9774590163934
Onion,2024-03-20,1934.0873983739837
Onion,2024-03-21,1917.4575569358178
Onion,2024-03-22,1879.0150214592275
Onion,2024-03-23,1978.5094594594595
Onion,2024-03-24,1975.9420289855072
Onion,2024-03-25,2085.509090909091
Onion,2024-03-26,1934.4695863746958
Onion,2024-03-27,1833.0610328638497
Onion,2024-03-28,1826.7295918367347
Onion,2024-03-29,1844.1965317919075
Onion,2024-03-30,1944.8489583333333
Onion,2024-03-31,1802.1491712707182
Onion,2024-04-01,1956.5960264900662
Onion,2024-04-02,1721.8127090301002
Onion,2024-04-03,1875.0761670761672
Onion,2024-04-04,1889.5480093676815
Onion,2024-04-05,1927.8998345153664
Onion,2024-04-06,1874.6491646778043
Onion,2024-04-07,1826.7878787878788
Onion,2024-04-08,1913.255
Onion,2024-04-09,1985.6271676300578
Onion,2024-04-10,1937.2592592592594
Onion,2024-04-11,2026.4392857142857
Onion,2024-04-12,1979.9641449275362
Onion,2024-04-13,1841.3168604651162
Onion,2024-04-14,1790.7295918367347
Onion,2024-04-15,1821.0515538847117
Onion,2024-04-16,1921.457627118644
Onion,2024-04-17,2034.919191919192
Onion,2024-04-18,1913.1631506849317
Onion,2024-04-19,1821.1511904761905
Onion,2024-04-20,1917.6506
Onion,2024-04-21,1811.8663594470047
Onion,2024-04-22,1839.8588372093025
Onion,2024-04-23,1959.9547132169575
Onion,2024-04-24,1881.881974248927
Onion,2024-04-25,1827.020316027088
Onion,2024-04-26,1829.9725526932084
Onion,2024-04-27,1895.989664268585
Onion,2024-04-28,1797.6872586872587
Onion,2024-04-29,1797.7442948717949
Onion,2024-04-30,1768.1541950113378
Onion,2024-05-01,1787.4905660377358
Onion,2024-05-02,1845.4488017429194
Onion,2024-05-03,1847.8482905982905
Onion,2024-05-04,1814.0012788259958
Onion,2024-05-05,1775.9160305343512
Onion,2024-05-06,1871.9281395348837
Onion,2024-05-07,1912.3569777777777
Onion,2024-05-08,1935.9910788381742
Onion,2024-05-09,1864.0530785562632
Onion,2024-05-10,1947.4380964467005
Onion,2024-05-11,1888.865892857143
Onion,2024-05-12,1930.5183673469387
Onion,2024-05-13,1967.91
Onion,2024-05-14,1901.840262582057
Onion,2024-05-15,1875.428024948025
Onion,2024-05-16,1863.4285215605748
Onion,2024-05-17,1856.7295081967213
Onion,2024-05-18,1797.378619153675
Onion,2024-05-19,1781.044052863436
Onion,2024-05-20,1860.6599552572707
Onion,2024-05-21,1813.3464730290457
Onion,2024-05-22,1890.8967741935485
Onion,2024-05-23,1946.5084745762713
Onion,2024-05-24,1859.0672000000002
Onion,2024-05-25,1908.484435897436
Onion,2024-05-26,1835.8930041152264
Onion,2024-05-27,1873.2249247311827
Onion,2024-05-28,1875.755878661088
Onion,2024-05-29,1846.881970649895
Onion,2024-05-30,1904.2802898550724
Onion,2024-05-31,1870.7753555555557
Onion,2024-06-01,1954.7631658291457
Onion,2024-06-02,1912.7590361445782
Onion,2024-06-03,1952.4028870292886
Onion,2024-06-04,1962.3780760626398
Onion,2024-06-05,2043.2742616033756
Onion,2024-06-06,2071.232292993631
Onion,2024-07-06,2656.8464051094893
Onion,2024-07-07,2336.3217665615143
Onion,2024-07-08,3291.0689048473964
Onion,2024-07-09,3317.3155080213905
Onion,2024-07-10,3289.3924731182797
Onion,2024-07-11,3237.5195035460993
Onion,2024-07-12,3265.5749525616698
Onion,2024-07-13,3251.5330490405117
Onion,2024-07-14,3353.831746031746
Onion,2024-07-15,3281.942028985507
Onion,2024-07-16,3477.011382113821
Onion,2024-07-17,3531.9938461538463
Onion,2024-07-18,3368.253859348199
Onion,2024-07-19,3366.391156462585
Onion,2024-07-20,3371.5742049469964
Onion,2024-07-21,3645.304709141274
Onion,2024-07-22,3396.535283993115
Onion,2024-07-23,3399.0234899328857
Onion,2024-07-24,3402.2939189189187
Onion,2024-07-25,3372.185810810811
Onion,2024-07-26,3397.238489932886
Onion,2024-07-27,3431.2715596330277
Onion,2024-07-28,3636.4809384164223
Onion,2024-07-29,3382.6658584070797
Onion,2024-07-30,3377.397487001733
Onion,2024-07-31,3379.781532976827
Onion,2024-08-01,3344.1630139372824
Onion,2024-08-02,3361.573741258741
Onion,2024-08-03,3364.931464737794
Onion,2024-08-04,3505.1022099447514
Onion,2024-08-05,3344.006791808874
Onion,2024-08-06,3380.8050847457625
Onion,2024-08-07,3369.2259797297297
Onion,2024-08-08,3376.2572968490877
Onion,2024-08-09,3413.394327586207
Onion,2024-08-10,3459.808193668529
Onion,2024-08-11,3531.411111111111
Onion,2024-08-12,3532.9723183391
Onion,2024-08-13,3576.06678700361
Onion,2024-08-14,3646.623288461539
Onion,2024-08-15,3767.4926253687318
Onion,2024-08-16,3702.6663636363637
Onion,2024-08-17,3753.9049504950494
Onion,2024-08-18,4160.985294117647
Onion,2024-08-19,3905.7477876106195
Onion,2024-08-20,3706.1607476635513
Onion,2024-08-21,3775.0603649635036
Onion,2024-08-22,3798.5724137931034
Onion,2024-08-23,3870.4295904436863
Onion,2024-08-24,3969.7474120082816
Onion,2024-08-25,4276.657439446367
Onion,2024-08-26,4084.512125
Onion,2024-08-27,4006.151190053286
Onion,2024-08-28,4030.240963855422
Onion,2024-08-29,4041.1942521008405
Onion,2024-08-30,4070.5337837837837
Onion,2024-08-31,4024.404339250493
Onion,2024-09-01,4343.393939393939
Onion,2024-09-02,4256.125912408759
Onion,2024-09-03,4165.144365217391
Onion,2024-09-04,4236.004659863946
Onion,2024-09-05,4199.930771812081
Onion,2024-09-06,4219.485765920826
Onion,2024-09-07,4320.857988165681
Onion,2024-09-08,4465.85260115607
Onion,2024-09-09,4251.793515358362
Onion,2024-09-10,4284.343383838384
Onion,2024-09-11,4298.602694915254
Onion,2024-09-12,4307.804354561102
Onion,2024-09-13,4328.611961471103
Onion,2024-09-14,4374.188693877551
Onion,2024-09-15,4604.544025157233
Onion,2024-09-16,4475.964135021097
Onion,2024-09-17,4502.551330798479
Onion,2024-09-18,4585.783117338004
Onion,2024-09-19,4534.307005076142
Onion,2024-09-20,4500.0199667221295
Onion,2024-09-21,4530.246527777777
Onion,2024-09-22,4847.0798898071625
Onion,2024-09-23,4623.355263157895
Onion,2024-09-24,4583.087458745875
Onion,2024-09-25,4641.04593639576
Onion,2024-09-26,4551.04942339374
Onion,2024-09-27,4568.064425675676
Onion,2024-09-28,4611.868667917448
Onion,2024-09-29,4879.846796657382
Onion,2024-09-30,4536.138159722223
Onion,2024-10-01,4541.003906542056
Onion,2024-10-02,4662.9885057471265
Onion,2024-10-03,4557.184654300168
Onion,2024-10-04,4553.25528109029
Onion,2024-10-05,4522.579606440072
Onion,2024-10-06,4749.2597765363125
Onion,2024-10-07,4580.7657657657655
Onion,2024-10-08,4614.677298311444
Onion,2024-10-09,4454.603089005235
Onion,2024-10-10,4482.976289752651
Onion,2024-10-11,4585.158607350097
Onion,2024-10-12,4657.599118942731
Onion,2024-10-13,4673.912429378531
Onion,2024-10-14,4496.029159519726
Onion,2024-10-15,4437.010118043845
Onion,2024-10-16,4472.292598967298
Onion,2024-10-17,4527.4322344322345
Onion,2024-10-18,4435.124602368866
Onion,2024-10-19,4494.543103448276
Onion,2024-10-20,4746.601108033241
Onion,2024-10-21,4466.2449324324325
Onion,2024-10-22,4502.310834813499
Onion,2024-10-23,4570.762886597938
Onion,2024-10-24,4530.318627450981
Onion,2024-10-25,4527.261011419249
Onion,2024-10-26,4537.946043165468
Onion,2024-10-27,4693.416666666667
Onion,2024-10-28,4586.78313253012
Onion,2024-10-29,4588.92220113852
Onion,2024-10-30,4664.263383297644
Onion,2024-10-31,4895.778546712802
Onion,2024-11-01,4928.0428211586905
Onion,2024-11-02,4758.2072892938495
Onion,2024-11-03,4742.876470588235
Onion,2024-11-04,4650.2798507462685
Onion,2024-11-05,4666.894353369763
Onion,2024-11-06,4730.010714285714
Onion,2024-11-07,4765.954697986577
Onion,2024-11-08,4845.0015100671135
Onion,2024-11-09,4933.888747628083
Onion,2024-11-10,5192.051075268817
Onion,2024-11-11,4966.6781609195405
Onion,2024-11-12,4985.583904109589
Onion,2024-11-13,4947.092574750831
Onion,2024-11-14,5094.773512476007
Onion,2024-11-15,5106.55369928401
Onion,2024-11-16,5027.829885057471
Onion,2024-11-17,5342.880136986301
Onion,2024-11-18,4867.170373001776
Onion,2024-11-19,4830.693520140105
Onion,2024-11-20,4875.147940074907
Onion,2024-11-21,4717.388888888889
Onion,2024-11-22,4577.951146711635
Onion,2024-11-23,4756.125454545455
Onion,2024-11-24,4853.458333333333
Onion,2024-11-25,4583.666855753647
Onion,2024-11-26,4559.2057335581785
Onion,2024-11-27,4619.958471760798
Onion,2024-11-28,4651.086058519793
Onion,2024-11-29,4580.17903930131
Onion,2024-11-30,4221.866873065015
Onion,2024-12-01,3958.9506172839506
Onion,2024-12-02,4650.38947368421
Onion,2024-12-03,4582.629565217391
Onion,2024-12-04,4680.617957746479
Onion,2024-12-05,4511.151652470187
Onion,2024-12-06,4584.392361111111
Onion,2025-02-06,2877.5088
Onion,2025-02-07,2871.237341772152
Onion,2025-02-08,2856.323049001815
Onion,2025-02-09,2997.195431472081
Onion,2025-02-10,2931.693739424704
Onion,2025-02-11,2973.196977547496
Onion,2025-02-12,3064.853211009174
Onion,2025-02-13,2977.8810641627542
Onion,2025-02-14,3019.905426356589
Onion,2025-02-15,3015.5064724919093
Onion,2025-02-16,3279.70207253886
Onion,2025-02-17,3066.817629179331
Onion,2025-02-18,3612.4122383252816
Onion,2025-02-19,3162.30441898527
Onion,2025-02-20,3101.5093827160495
Onion,2025-02-21,3562.8820061255747
Onion,2025-02-22,3157.802491103203
Onion,2025-02-23,3204.501312335958
Onion,2025-02-24,3052.695935582822
Onion,2025-02-25,3090.1534569983137
Onion,2025-02-26,3206.8493723849374
Onion,2025-02-27,3046.9217252396165
Onion,2025-02-28,3046.6381578947367
Onion,2025-03-01,3029.640625
Onion,2025-03-02,3302.42039800995
Onion,2025-03-03,2979.500797448166
Onion,2025-03-04,2970.6629032258065
Onion,2025-03-05,2955.969355345912
Onion,2025-03-06,2961.788870703764
Onion,2025-03-07,2924.417423510467
Onion,2025-03-08,2941.2654205607478
Onion,2025-03-09,3141.102827763496
Onion,2025-03-10,2786.20245398773
Onion,2025-03-11,2761.2380952380954
Onion,2025-03-12,2768.800978792822
Onion,2025-03-13,2788.81330472103
Onion,2025-03-14,3016.53050397878
Onion,2025-03-15,2735.7996183206105
Onion,2025-03-16,2553.9749103942654
Onion,2025-03-17,2593.1368078175897
Onion,2025-03-18,2552.9364069952303
Onion,2025-03-19,2609.9139414802066
Onion,2025-03-20,2491.4992101105845
Onion,2025-03-21,2452.991816693944
Onion,2025-03-22,2485.932874354561
Onion,2025-03-23,2544.0641025641025
Onion,2025-03-24,2393.59335443038
Onion,2025-03-25,2362.004761146497
Onion,2025-03-26,2374.7620578778137
Onion,2025-03-27,2296.5595432300165
Onion,2025-03-28,2275.2552816901407
Onion,2025-03-29,2431.211267605634
Onion,2025-03-30,2508.458620689655
Onion,2025-03-31,2340.788029925187
Onion,2025-04-01,2304.3795761079
Onion,2025-04-02,2193.497520661157
Onion,2025-04-03,2124.2969984202214
Onion,2025-04-04,2052.042340093604
Onion,2025-04-05,2088.098190954774
Onion,2025-04-06,2349.304347826087
Onion,2025-04-07,2045.444094488189
Onion,2025-04-08,1987.31088
Onion,2025-04-09,2004.1837
Onion,2025-04-10,2073.903220973783
Onion,2025-04-11,1963.6795751633986
Onion,2025-04-12,2023.5963580246912
Onion,2025-04-13,2206.5102639296188
Onion,2025-04-14,1990.6842105263158
Onion,2025-04-15,1882.433322580645
Onion,2025-04-16,1863.3149365079364
Onion,2025-04-17,1834.8562842465753
Onion,2025-04-18,1874.7090710382515
Onion,2025-04-19,1842.6637873754155
Onion,2025-04-20,1978.79797979798
Onion,2025-04-21,1815.112085987261
Onion,2025-04-22,1766.7061093749999
Onion,2025-04-23,1770.4355433070866
Onion,2025-04-24,1752.1165826771653
Onion,2025-04-25,1742.6130573248408
Onion,2025-04-26,1788.5864199655766
Onion,2025-04-27,1943.083550913838
Onion,2025-04-28,1727.657880690738
Onion,2025-04-29,1738.45407960199
Onion,2025-04-30,1844.8676704545455
Onion,2025-05-01,1770.6990291262136
Onion,2025-05-02,1693.0987122416536
Onion,2025-05-03,1670.466132231405
Onion,2025-05-04,1820.5555555555557
Onion,2025-05-05,1678.678120063191
Onion,2025-05-06,1700.6747185430463
Onion,2025-05-07,1717.3465594855306
Onion,2025-05-08,1690.8387037037037
Onion,2025-05-09,1701.7649448818897
Onion,2025-05-10,1454.2662244897958
Onion,2025-05-11,1967.0505617977528
Onion,2025-05-12,1767.5462799263353
Onion,2025-05-13,1740.5634266886327
Onion,2025-05-14,1764.7534013605443
Onion,2025-05-15,1680.0859872611466
Onion,2025-05-16,1699.6611263318114
Onion,2025-05-17,1692.3754098360655
Onion,2025-05-18,1796.8606965174129
Onion,2025-05-19,1676.0007503828483
Onion,2025-05-20,1670.684843260188
Onion,2025-05-21,1640.3482034976153
Onion,2025-05-22,1661.0057757296468
Onion,2025-05-23,1653.8782250396198
Onion,2025-05-24,1686.6910471204187
Onion,2025-05-25,1872.96
Onion,2025-05-26,1683.0844408945688
Onion,2025-05-27,1691.8646753246753
Onion,2025-05-28,1665.0657894736842
Onion,2025-05-29,1763.5425170068027
Onion,2025-05-30,1724.6878048780488
Onion,2025-05-31,1747.361663652803
Onion,2025-06-01,1910.9267605633802
Onion,2025-06-02,1734.8242088607594
Onion,2025-06-03,1717.9278846153845
Onion,2025-06-04,1742.8786885245902
Onion,2025-06-05,1704.0885668276972
Onion,2025-06-06,1760.8544783306581
Onion,2025-06-07,1860.6062236286919
Onion,2025-06-08,1945.1933842239187
Onion,2025-06-09,1749.7340858505563
Onion,2025-06-10,1498.782920892495
Onion,2025-06-11,1893.0546697038724
Tomato,2023-06-06,1620.9298245614036
Tomato,2023-06-07,1571.5088495575221
Tomato,2023-06-08,1583.9144736842106
Tomato,2023-06-09,1586.7433035714287
Tomato,2023-06-10,1535.9752475247524
Tomato,2023-06-11,1611.7260273972602
Tomato,2023-06-12,1755.886462882096
Tomato,2023-06-13,1773.520607375271
Tomato,2023-06-14,1905.5320512820513
Tomato,2023-06-15,1911.1280898876405
Tomato,2023-06-16,1933.434004474273
Tomato,2023-06-17,1989.3433179723502
Tomato,2023-06-18,1944.9477351916375
Tomato,2023-06-19,2100.695278969957
Tomato,2023-06-20,2122.123949579832
Tomato,2023-06-21,2251.1463963963965
Tomato,2023-06-22,2455.7294900221727
Tomato,2023-06-23,2537.224215246637
Tomato,2023-06-24,2799.0119904076737
Tomato,2023-06-25,3074.032258064516
Tomato,2023-06-26,3485.6837209302325
Tomato,2023-06-27,4016.4931506849316
Tomato,2023-06-28,4403.350617283951
Tomato,2023-06-29,4624.515822784811
Tomato,2023-06-30,5174.588383838384
Tomato,2023-07-01,5848.100558659218
Tomato,2023-07-02,5713.291828793775
Tomato,2023-07-03,6011.646907216495
Tomato,2023-07-04,6395.4517766497465
Tomato,2023-07-05,6406.377604166667
Tomato,2023-07-06,6547.901515151515
Tomato,2023-07-07,6402.178977272727
Tomato,2023-07-08,6559.730158730159
Tomato,2023-07-09,6694.152838427947
Tomato,2023-07-10,7192.6551724137935
Tomato,2023-07-11,7504.607902735563
Tomato,2023-07-12,7505.94674556213
Tomato,2023-07-13,7652.615853658536
Tomato,2023-07-14,7635.833333333333
Tomato,2023-07-15,7847.553333333333
Tomato,2023-07-16,7586.376146788991
Tomato,2023-07-17,7301.495495495496
Tomato,2023-07-18,7093.060273972603
Tomato,2023-07-19,7277.957983193277
Tomato,2023-07-20,7302.171830985915
Tomato,2023-07-21,7387.123595505618
Tomato,2023-07-22,7215.985422740525
Tomato,2023-07-23,7248.995594713657
Tomato,2023-07-24,7924.682926829269
Tomato,2023-07-25,7768.565934065934
Tomato,2023-07-26,7953.105882352941
Tomato,2023-07-27,8073.251533742331
Tomato,2023-07-28,7833.614649681529
Tomato,2023-07-29,7961.694214876033
Tomato,2023-07-30,7719.688888888889
Tomato,2023-07-31,8218.5625
Tomato,2023-08-01,8612.527607361963
Tomato,2023-08-02,8291.453416149068
Tomato,2023-08-03,8018.472049689441
Tomato,2023-08-04,7981.529411764706
Tomato,2023-08-05,8501.134228187919
Tomato,2023-08-06,7705.422680412371
Tomato,2023-08-07,8617.454545454546
Tomato,2023-08-08,7915.48
Tomato,2023-08-09,8724.526315789473
Tomato,2023-08-10,8158.060606060606
Tomato,2023-08-11,7531.921052631579
